sala_id,lote_id,linea,direccion,ocurrido_en,recibido_en,confianza,track_id_local
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:32:39.966451-05:00,2026-08-24T05:32:41.994671-05:00,0.822,6757
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:35:36.909215-05:00,2026-08-24T05:35:37.845690-05:00,0.974,9126
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:38:48.080220-05:00,2026-08-24T05:38:50.368470-05:00,0.931,6008
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:40:27.083478-05:00,2026-08-24T05:40:29.862674-05:00,0.786,952
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:40:28.683482-05:00,2026-08-24T05:40:29.869591-05:00,0.85,3353
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:40:28.788580-05:00,2026-08-24T05:40:31.498734-05:00,0.695,6499
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:40:30.159320-05:00,2026-08-24T05:40:31.270350-05:00,0.739,8546
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:43:05.065186-05:00,2026-08-24T05:43:07.712827-05:00,0.895,7482
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:43:37.406330-05:00,2026-08-24T05:43:39.793159-05:00,0.825,5177
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:44:59.088495-05:00,2026-08-24T05:45:00.691435-05:00,0.821,6731
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:47:24.231569-05:00,2026-08-24T05:47:26.425521-05:00,0.822,7598
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:48:29.439753-05:00,2026-08-24T05:48:31.734073-05:00,0.921,4409
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:50:11.571625-05:00,2026-08-24T05:50:13.175256-05:00,0.849,7177
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:50:20.261416-05:00,2026-08-24T05:50:22.764215-05:00,0.887,2474
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:51:47.210605-05:00,2026-08-24T05:51:47.828426-05:00,0.731,2644
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:51:52.381809-05:00,2026-08-24T05:51:53.831091-05:00,0.941,7364
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:52:05.501307-05:00,2026-08-24T05:52:06.749986-05:00,0.804,7425
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:52:18.703849-05:00,2026-08-24T05:52:21.192193-05:00,0.773,2652
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:52:58.357020-05:00,2026-08-24T05:52:59.919192-05:00,0.842,834
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:53:13.047441-05:00,2026-08-24T05:53:15.698422-05:00,0.981,2586
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:53:47.740652-05:00,2026-08-24T05:53:48.727504-05:00,0.847,6154
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:55:46.894274-05:00,2026-08-24T05:55:47.935936-05:00,0.894,6383
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:56:55.191919-05:00,2026-08-24T05:56:57.786139-05:00,0.862,1594
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:57:23.972041-05:00,2026-08-24T05:57:25.552598-05:00,0.887,5581
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:59:16.713617-05:00,2026-08-24T05:59:19.012107-05:00,0.883,8471
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T05:59:54.047432-05:00,2026-08-24T05:59:55.913890-05:00,0.938,9242
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:00:59.575200-05:00,2026-08-24T06:09:26.853590-05:00,0.895,3702
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:04:06.826037-05:00,2026-08-24T06:14:41.883377-05:00,0.928,5327
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:05:21.175965-05:00,2026-08-24T06:29:35.569951-05:00,0.791,7477
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:06:48.253261-05:00,2026-08-24T06:16:09.654169-05:00,0.708,6410
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:06:52.536754-05:00,2026-08-24T06:25:48.066560-05:00,0.99,5420
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:09:27.290791-05:00,2026-08-24T06:21:58.286710-05:00,0.854,5203
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:10:56.639335-05:00,2026-08-24T06:21:35.144752-05:00,0.773,7160
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:11:41.493048-05:00,2026-08-24T06:33:11.437373-05:00,0.895,4883
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:11:46.364976-05:00,2026-08-24T06:34:26.161571-05:00,0.946,8257
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:11:48.673714-05:00,2026-08-24T06:22:52.942512-05:00,0.878,4934
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:11:48.748868-05:00,2026-08-24T06:32:19.791738-05:00,0.805,2870
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:11:51.288327-05:00,2026-08-24T06:30:34.539576-05:00,0.939,2230
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:12:00.879033-05:00,2026-08-24T06:20:33.905985-05:00,0.99,2202
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:12:56.975939-05:00,2026-08-24T06:28:19.193014-05:00,0.927,5836
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:14:16.303453-05:00,2026-08-24T06:25:28.686230-05:00,0.99,5818
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:15:10.581446-05:00,2026-08-24T06:24:40.488486-05:00,0.861,202
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:15:24.769264-05:00,2026-08-24T06:25:40.744526-05:00,0.897,728
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:15:43.699977-05:00,2026-08-24T06:38:43.217616-05:00,0.913,2902
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:16:28.597760-05:00,2026-08-24T06:39:20.831248-05:00,0.911,6160
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:16:38.756635-05:00,2026-08-24T06:40:21.771017-05:00,0.936,9823
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:18:52.724889-05:00,2026-08-24T06:33:31.779457-05:00,0.786,8453
LOR-CE-01,dd560c4a-44ca-4452-a69e-9cc35121ba3d,ENTRADA_SALA,IN,2026-08-24T06:19:03.065727-05:00,2026-08-24T06:41:42.276027-05:00,0.947,4522
